,0
0,-0.037212890976681685
1,0.0412899698114208
2,0.053130082052234004
3,0.0692507035766391
4,0.11359735633979778
5,0.13443179680540168
6,0.18238755970662873
7,0.09199063599114576
8,0.2708318749180343
9,0.1265834586285959
10,0.20490612611746384
11,0.16762420638695993
12,0.2840270451848104
13,0.3592264221159317
14,0.18659582179711864
15,0.22022468721527852
16,0.3547917247195099
17,0.341764989914927
18,0.3632003210955993
19,0.4646167960928344
20,0.3186295649169838
21,0.3940214101611952
22,0.46529034126685426
23,0.44364614342504954
24,0.47093448782758957
25,0.4979761023000594
26,0.4896095275006256
27,0.6152297999804335
28,0.5835768600091426
29,0.5493563963046965
30,0.6057233986672158
31,0.6327606984317067
32,0.5845562339033504
33,0.6451264280250958
34,0.5979197684370725
35,0.8075794305072784
36,0.7545656609674074
37,0.7704063493645367
38,0.7007991136979919
39,0.6923538255732201
40,0.8037434926525447
41,0.736031395480132
42,0.734286506126058
43,0.8637409829946492
44,0.8454464500674381
45,0.7610887062725573
46,0.9301422758777342
47,0.9066296123359263
48,0.927802145260943
49,0.9134122744965956
50,1.006553929347179
51,0.967252862299929
52,0.987072821061331
53,1.108488190134484
54,0.9750932887510138
55,1.0176989304930861
56,1.0575152180564196
57,1.0452965263368759
58,1.0876411525873626
59,1.1497804716403095
60,1.1813364980209846
61,1.08388100913595
62,1.2145336537678038
63,1.1177937971737875
64,1.213433239710456
65,1.0782305949376934
66,1.2167307957406572
67,1.2476148797301168
68,1.3301086659325687
69,1.327452457333399
70,1.362102656613498
71,1.3139781616978292
72,1.3240766794687449
73,1.4024903902834562
74,1.3509352014807003
75,1.393921415114475
76,1.3871285693464206
77,1.4837882443264334
78,1.5243377341153574
79,1.4250643072481144
80,1.5332559774991907
81,1.5800883292803938
82,1.549634502318871
83,1.5156175904850522
84,1.526902701694099
85,1.5548537662477118
86,1.5809210262537976
87,1.6655563647707883
88,1.5933095813080644
89,1.7291779108703416
90,1.6343154720557527
91,1.7241736867738051
92,1.7180507210814777
93,1.7112909289648288
94,1.5985954860016374
95,1.7323776545275003
96,1.8034502148414027
97,1.8478883333550855
98,1.7069854558657103
99,1.7659377144769772
100,1.7998864676542232
101,1.8269927232471175
102,1.895415698809907
103,1.8205755939091022
104,1.8234861421732718
105,1.8575901043810863
106,1.9159206173380623
107,1.9015857432825596
108,2.002023880217131
109,2.0289331557140464
110,1.9161095144808866
111,2.0205253732252495
112,2.0862937147360867
113,2.1273101639238465
114,2.0328017180771707
115,2.087596852614043
116,2.0914034546682316
117,2.0813506007739777
118,2.1395602874454673
119,2.1170732017420733
120,2.092334323692672
121,2.227418752863767
122,2.205827177913801
123,2.259855193815629
124,2.168119044585145
125,2.315525828185079
126,2.281252215855821
127,2.2419652484966193
128,2.352401631502509
129,2.3443681509860546
130,2.270940664423676
131,2.396636409396792
132,2.2892109759088752
133,2.3634010592281607
134,2.3379797905336233
135,2.5153878516018415
136,2.3778347055688807
137,2.4649027085292383
138,2.4557685604751907
139,2.4082423487091718
140,2.3933547865768707
141,2.514828223901502
142,2.445159271567
143,2.452626244844022
144,2.469486897451854
145,2.4830831947965253
146,2.5596534333945034
147,2.4618961347377857
148,2.6569083921075385
149,2.6317834199885883
150,2.545054346161454
151,2.629219064102963
152,2.6785152341445215
153,2.6963286449393165
154,2.657577780938101
155,2.6600449746961856
156,2.5926518403757357
157,2.7151090771333446
158,2.7652466531217286
159,2.668612216997527
160,2.752245422995146
161,2.761334720895461
162,2.7556943640861222
163,2.7723790474765986
164,2.7944071145005416
165,2.931975948059798
166,2.8220575207659135
167,2.808211442191677
168,2.8854995105467607
169,2.9098525911718194
170,2.873237672241087
171,2.894750396905117
172,2.924447790051364
173,2.9665670541521565
174,2.8766304064479757
175,3.0559106830417604
176,2.9869101367488353
177,2.974767530149964
178,2.9723996634678183
179,3.051480691240072
180,3.0787646420453223
181,3.1291004960828777
182,3.0650551956868153
183,3.0155039181119525
184,3.106294150156831
185,3.0773541082732354
186,3.12313282014658
187,3.193507377412227
188,3.163324569570003
189,3.1682280211316893
190,3.2145364889749426
191,3.186685692037922
192,3.2700537151369087
193,3.131634145264585
194,3.246130521341111
195,3.254974579294741
196,3.26565725218825
197,3.268652145943145
198,3.2655559443112048
199,3.361950541734667
200,3.301309932782168
201,3.3731270058156344
202,3.330455346860674
203,3.4122210759389855
204,3.3716177765803237
205,3.3804146667128387
206,3.4340855866240463
207,3.409167996457931
208,3.4347765039056037
209,3.4612488705350164
210,3.4501619569577433
211,3.520768366226513
212,3.4358446857902103
213,3.503349462984716
214,3.6036091399189756
215,3.569925273400558
216,3.4923588743450154
217,3.5429027057513336
218,3.528354623191722
219,3.572266545369372
220,3.5927958029869584
221,3.6640190097177965
222,3.625766310571913
223,3.575069472948988
224,3.611839957709925
225,3.5794689377681874
226,3.66389647004737
227,3.6603657049270364
228,3.669215867805559
229,3.6901942986767153
230,3.6762212037384856
231,3.7534223460752463
232,3.7613607965525016
233,3.7476757993756475
234,3.813692546273657
235,3.841804087050505
236,3.7690725560015323
237,3.828191722221211
238,3.8338355901917804
239,3.9191699860247486
240,3.8701864736166396
241,3.9014773811236547
242,3.9388417122244666
243,3.853738513350882
244,3.9240690888046954
245,3.9154435548084647
246,3.8965608682166315
247,3.9304057575789852
248,3.915352942155589
249,4.059089341018352
250,3.9920519039770226
251,3.9586202525971785
252,3.976079979637286
253,3.929317625412398
254,3.970226534087021
255,3.9500755893195616
256,4.036516463092477
257,4.042337195793987
258,4.058134425420066
259,4.1508462304005755
260,4.080519270837121
261,4.076731000339625
262,4.128430922568171
263,4.113374922501052
264,4.1622082615313225
265,4.066720249174684
266,4.229875354788285
267,4.148016882556869
268,4.274548452523626
269,4.137774660174512
270,4.200185203167093
271,4.256989004449852
272,4.279987333756113
273,4.253052041207875
274,4.2390900933346645
275,4.171640898261237
276,4.322823738071135
277,4.378226032867055
278,4.353815311446056
279,4.253096108237255
280,4.418589010680129
281,4.393484089913888
282,4.256152413175927
283,4.339713214709115
284,4.367471545166435
285,4.440344227990279
286,4.346524386383886
287,4.420645578107161
288,4.47545483617778
289,4.445172582231465
290,4.477785158915975
291,4.481724783397778
292,4.501735150102108
293,4.424278398390961
294,4.532997233733767
295,4.456402932087673
296,4.449220546903376
297,4.514229878086602
298,4.504101280172698
299,4.604714674787737
300,4.607012604672234
301,4.610646436678046
302,4.569910176888032
303,4.511858692048128
304,4.6320117676563015
305,4.702656508222967
306,4.741723104926562
307,4.627127127636703
308,4.6201638401807585
309,4.638541239342251
310,4.616276935253085
311,4.678425783311221
312,4.72561850522212
313,4.779826246046815
314,4.782298418462712
315,4.689115057369642
316,4.652103576862988
317,4.713886395920247
318,4.71941711586519
319,4.887570051364624
320,4.743197082952853
321,4.717615310509435
322,4.808023714443263
323,4.71846169576149
324,4.793829616134331
325,4.896762619354143
326,4.8910078742126615
327,4.795322916257773
328,4.829140906454819
329,4.911170409072543
330,4.914921033011194
331,4.863250266403649
332,4.937358747099433
333,4.907412204348365
334,4.883423752749087
335,4.914697523573432
336,4.936063871678538
337,4.973038249230006
338,4.974139875447809
339,5.013622849841543
340,5.041547464911497
341,4.9755998303509905
342,4.998449228366856
343,5.077147849237001
344,5.100595342099416
345,5.091833663367718
346,5.012673848966404
347,4.893874230004818
348,5.11381627228857
349,5.136591116135163
350,5.08832712089365
351,5.192462676301497
352,5.132757216160098
353,5.139372721617506
354,5.149965018049982
355,5.196514359816389
356,5.073864457724629
357,5.146195516016961
358,5.19615350867815
359,5.22714207882459
360,5.289467159543941
361,5.200380561380659
362,5.1868354141406074
363,5.134269389823134
364,5.269471426048679
365,5.302744244428311
366,5.333295679440498
367,5.300932929626145
368,5.301398757100528
369,5.295612853651069
370,5.299593419848849
371,5.294764498308926
372,5.395147786110937
373,5.346834599588987
374,5.3144788848112325
375,5.298466566941138
376,5.461875648295351
377,5.428127810003261
378,5.458760174821901
379,5.352147179617904
380,5.317058241217733
381,5.347680073798822
382,5.378764554610629
383,5.40771953148288
384,5.450622425004983
385,5.426011454907211
386,5.449361012727695
387,5.451451618598075
388,5.437781427027319
389,5.528889137192972
390,5.581474295087236
391,5.572279309282892
392,5.564515267511515
393,5.495017576303288
394,5.517672903962684
395,5.48258864330969
396,5.477391750010584
397,5.638476576594138
398,5.5293889438936334
399,5.649619313186394
400,5.5667741781046205
401,5.559017090382442
402,5.606136774588395
403,5.456430916964259
404,5.7317283342552665
405,5.5536799279408475
406,5.563174147873126
407,5.713217931909412
408,5.726572042945674
409,5.714008887254513
410,5.709581903942591
411,5.701778956832766
412,5.640979527782692
413,5.597249096918562
414,5.734293536608691
415,5.752693514151915
416,5.74199297872417
