,0
0,0.504018859127255
1,0.5638191172392795
2,0.5353894779032409
3,0.5379130350484138
4,0.522894788100788
5,0.568190383537065
6,0.5134461354008288
7,0.5358122020744662
8,0.5197873971804456
9,0.5247315789594236
10,0.5033610396589094
11,0.5109265223889641
12,0.5132579206659946
13,0.5265855141244453
14,0.47550837718454636
15,0.5033742733936273
16,0.49419855531315743
17,0.49346523462947384
18,0.5119788575160592
19,0.505288374184077
20,0.5045248029410806
21,0.46782985608055466
22,0.519410729519276
23,0.523427845164445
24,0.49519256980239623
25,0.5208067880311503
26,0.48891983984268594
27,0.492344725988929
28,0.4830725912929582
29,0.4839962600995598
30,0.5033448123396764
31,0.4972924823154423
32,0.4828403575737434
33,0.45953686359799917
34,0.5044654989762979
35,0.45735806159013986
36,0.507832289494059
37,0.49523685948538787
38,0.4674974379807448
39,0.47629481380338606
40,0.46744139090888287
41,0.4261791153416175
42,0.44321085083937706
43,0.4554428621076571
44,0.45513439729454486
45,0.4821897758425257
46,0.435790007658099
47,0.43135414986001597
48,0.4439084994561315
49,0.436337073329263
50,0.4292011719130044
51,0.4116316116687232
52,0.42614170460048506
53,0.4037263954300413
54,0.4104644053421794
55,0.39126706410221906
56,0.39263989397075655
57,0.4177023874367201
58,0.39480545537916506
59,0.3702805209356374
60,0.39752657392339347
61,0.39256436220899127
62,0.40682859683952793
63,0.4049426823627876
64,0.3983235576611255
65,0.3903789591098808
66,0.34110389372069755
67,0.3460075370973828
68,0.34905720675055807
69,0.3480347572817455
70,0.37025947129228554
71,0.36624833475059754
72,0.3341181045315482
73,0.3375302877685988
74,0.31902091423487183
75,0.31512491875556764
76,0.2988352925352481
77,0.3225522824727255
78,0.3047573974027501
79,0.30910047910348826
80,0.32131759548838806
81,0.31159377505924657
82,0.28203982620430146
83,0.36095148847652336
84,0.32055608540057867
85,0.2607610110552443
86,0.3002746262792497
87,0.2788347196145965
88,0.2773036522042374
89,0.23743045022904863
90,0.26060121143469955
91,0.24679164724263428
92,0.2483654832081207
93,0.2403305836876181
94,0.2521575435678842
95,0.2286047920116641
96,0.2426640775171401
97,0.21989197275873099
98,0.2312498960233454
99,0.19956449005665908
100,0.18891435906524603
101,0.22211881883989448
102,0.18800222460833016
103,0.20964316565203667
104,0.18302763434899105
105,0.1951261211060687
106,0.13566486704416617
107,0.19058732269215453
108,0.1569031030840695
109,0.14876492577003728
110,0.12526496976692428
111,0.12854347371253283
112,0.12011520918385217
113,0.12123066244519295
114,0.11697428471970357
115,0.10760216771757544
116,0.11905408669566998
117,0.11371773391471918
118,0.0907278028712327
119,0.1145276210231059
120,0.10202689140120647
121,0.07229302166866303
122,0.06308601891015539
123,0.09422796152184301
124,0.10404217335717322
125,0.08064178985047159
126,0.07736183889073184
127,0.028677603028772505
128,0.029975182988632415
129,0.033640359610834614
130,0.027276826936594237
131,0.004782119103286096
132,-0.01984124565332343
133,-0.009899077536349235
134,0.03845739813836908
135,0.01122752094745778
136,0.015287483837325689
137,0.002722149915693907
138,-0.05611733493849084
139,-0.0010072052085740284
140,-0.03330441641909211
141,-0.05855888291737154
142,0.003872661574531547
143,-0.06772299872286738
144,-0.015587621624859788
145,-0.06290801667846532
146,-0.036530010436638616
147,-0.06853496058804953
148,-0.09790191486053304
149,-0.07612440683360078
150,-0.02492915098014406
151,-0.0784235579907161
152,-0.1028587960829837
153,-0.07560684159998841
154,-0.12319218129292037
155,-0.09578773399437915
156,-0.1066482242431309
157,-0.10164331445431739
158,-0.13132712590765017
159,-0.07326565047537162
160,-0.16525645008325535
161,-0.13886615091749907
162,-0.15940778197285832
163,-0.14227520200863572
164,-0.16533794975481672
165,-0.1659424165820719
166,-0.1698223204137112
167,-0.1648330895260929
168,-0.1664577257401272
169,-0.20091719096336638
170,-0.17402277546946787
171,-0.160710928593815
172,-0.1819865312918349
173,-0.1603639135247591
174,-0.18197480940279642
175,-0.20966476155886815
176,-0.15195388443047347
177,-0.17329438540869657
178,-0.219946726162382
179,-0.20301177657996522
180,-0.23039887702690637
181,-0.21946560849941835
182,-0.2216560918541793
183,-0.23994469120115836
184,-0.1875502027517366
185,-0.21951557176165892
186,-0.2592414351041796
187,-0.2526872729886373
188,-0.26048077697578975
189,-0.24436345166765353
190,-0.25475625468813834
191,-0.26795452940423564
192,-0.2814871311690919
193,-0.292865655138726
194,-0.2771133052900981
195,-0.2592703782814954
196,-0.29420785836310115
197,-0.29183504124457965
198,-0.3186440239295533
199,-0.3149181456714902
200,-0.30605278051708046
201,-0.2864582273372345
202,-0.27550197784054853
203,-0.2940099770961946
204,-0.2974130491960245
205,-0.3168618446112379
206,-0.3530662323539263
207,-0.2871444995808977
208,-0.32783255355638014
209,-0.3250333946988136
210,-0.3265759511172083
211,-0.3400673933660671
212,-0.3222611498107267
213,-0.31850587999236807
214,-0.31471735220471964
215,-0.31291272117865515
216,-0.34747970665848094
217,-0.3338625771978278
218,-0.3758738414026305
219,-0.3535070794532621
220,-0.37461465365222696
221,-0.3249424927922923
222,-0.32843280251831425
223,-0.34616562197107215
224,-0.36992159726826224
225,-0.3372137669836554
226,-0.3589006228584022
227,-0.3559114119798809
228,-0.3510338701901087
229,-0.38118422093141785
230,-0.3515279604489145
231,-0.376155626837343
232,-0.37115929739507453
233,-0.3540005939316326
234,-0.37016581712776786
235,-0.3533154724473885
236,-0.3757397563866013
237,-0.3596252521232516
238,-0.35602797931163616
239,-0.36608272800898795
240,-0.36444836092543986
241,-0.3865096125619124
242,-0.3743840960482131
243,-0.3983354067454309
244,-0.3798289268833693
245,-0.3652701475827903
246,-0.37434118445819026
247,-0.3824533695487582
248,-0.3937246383178032
249,-0.39239849466140453
250,-0.3667482057656965
251,-0.38921207429294086
252,-0.37535562349807017
253,-0.418359580796281
254,-0.35689822739644633
255,-0.37951763000522076
256,-0.38471679614153387
257,-0.40464971132502664
258,-0.37147409938538367
259,-0.3715890699980852
260,-0.3882468290945703
261,-0.37927769035619113
262,-0.3977055632981989
263,-0.38873777733793274
264,-0.3776008030525097
265,-0.3708619728946548
266,-0.40804469996315607
267,-0.3629702540935749
268,-0.37996866858034006
269,-0.37328120000118103
270,-0.40824066982825824
271,-0.3859507288211627
272,-0.3919351247201112
273,-0.4002623742363352
274,-0.3453387029783366
275,-0.39650682007345883
276,-0.3621034149811779
277,-0.3479648678581639
278,-0.3437268033129315
279,-0.3341781688274105
280,-0.33737771166834907
281,-0.34001605221853726
282,-0.36615947861980724
283,-0.3505874766835701
284,-0.37836732330887884
285,-0.35806114157913654
286,-0.37128029723355377
287,-0.3811830295932919
288,-0.3470068505552078
289,-0.33638791722289946
290,-0.3452902016995203
291,-0.33725316813095974
292,-0.32601616438329
293,-0.3732862988991528
294,-0.3200679651425711
295,-0.3183264177782827
296,-0.35431546205554
297,-0.33930723702298793
298,-0.32086832178001823
299,-0.31470577937236116
300,-0.31831029703166647
301,-0.3314491876319002
302,-0.35529200757929885
303,-0.3454999023553449
304,-0.31381140491527904
305,-0.30932219292043056
306,-0.3039022435628805
307,-0.2788761019890691
308,-0.2944825443121687
309,-0.3229750551005263
310,-0.32173261446108065
311,-0.29381143128374454
312,-0.29685854190411143
313,-0.2896828532706704
314,-0.2532441028449485
315,-0.3006204051553494
316,-0.27286738062333876
317,-0.252385671285641
318,-0.29289896141222027
319,-0.2895143525497199
320,-0.27749321880040456
321,-0.3131537941737401
322,-0.25151188747168224
323,-0.23109272346387277
324,-0.2884551640840583
325,-0.2638646264190678
326,-0.241064327338447
327,-0.2533957249390175
328,-0.28195876926566654
329,-0.24999956876139592
330,-0.26863407729645083
331,-0.22626000650980205
332,-0.2515336382861033
333,-0.25023101752545984
